('1636738363171467500', 517, 258, 107, 201, 0.9314096287656874)
('1636738354984240500', 429, 198, 102, 255, 0.9313378670450441)
('1636738372724718400', 514, 257, 111, 214, 0.9312884731161887)
('1636738372068491000', 515, 256, 108, 209, 0.9310838719995611)
('1636738351749971000', 431, 194, 106, 256, 0.9308195669254276)
('1636738359796580400', 478, 245, 101, 212, 0.9306336113475216)
('1636738352187458800', 433, 196, 104, 250, 0.9296774527376783)
('1636738372287235100', 515, 256, 109, 215, 0.9285522337739767)
('1636738365943695700', 515, 274, 111, 177, 0.9284848022376017)
('1636738375193386700', 485, 257, 97, 216, 0.9278220968362529)
('1636738351312487500', 431, 194, 105, 257, 0.9275400191844979)
('1636738351531232500', 431, 195, 106, 256, 0.9273467762525893)
('1636738376068355200', 484, 263, 94, 211, 0.9267834829250383)
('1636738396692668500', 541, 241, 88, 191, 0.9267496416993874)
('1636738350437515500', 433, 193, 103, 257, 0.9262420986415095)
('1636738365506207600', 515, 267, 110, 188, 0.9262010308510243)
('1636738350875003500', 431, 194, 105, 257, 0.9257504432440258)
('1636738373380945000', 515, 263, 108, 205, 0.9254885844945833)
('1636738365287468400', 515, 265, 110, 189, 0.9251959122584191)
('1636738351093745300', 431, 194, 105, 256, 0.9251832578777277)
('1636738373880928700', 515, 272, 108, 199, 0.924357588119516)
('1636738364858910900', 516, 265, 108, 189, 0.9241833972806869)
('1636738365068722900', 515, 265, 109, 189, 0.9236809522686651)
('1636738351968715500', 433, 195, 104, 253, 0.9231581895762512)
('1636738350656258000', 432, 192, 104, 259, 0.9230990083333188)
('1636738347375120700', 428, 197, 121, 253, 0.9215329819558682)
