('1636738359577837500', 378, 292, 111, 178, 0.9153534348734402)
('1636738374974644500', 352, 305, 144, 170, 0.9148094262082889)
('1636738368349865400', 355, 302, 139, 173, 0.9127844775465821)
('1636738355421724900', 306, 269, 122, 189, 0.9127817796791363)
('1636738343000266400', 279, 243, 150, 208, 0.9124990457271623)
('1636738374755900800', 355, 308, 135, 168, 0.9124569947327608)
('1636738366818668900', 354, 303, 138, 173, 0.9115851991696593)
('1636738392974040300', 333, 243, 130, 200, 0.9107863142017311)
('1636738372724718400', 353, 303, 143, 173, 0.9098099649372974)
('1636738391145976600', 344, 241, 134, 209, 0.9091839455703664)
('1636738354374886000', 314, 255, 114, 215, 0.9086450946415465)
('1636738372943461100', 353, 302, 142, 174, 0.9076279770494541)
('1636738393849010100', 335, 238, 125, 206, 0.9065687289327048)
('1636738374537159700', 351, 304, 149, 169, 0.9036194254135156)
('1636738369443576800', 354, 302, 139, 173, 0.9031375271033127)
('1636738383927470700', 306, 269, 131, 186, 0.902813178406037)
('1636738374318413000', 364, 309, 129, 167, 0.9023548847238834)
('1636738374099673800', 364, 309, 129, 167, 0.9020817219543307)
('1636738349562547100', 284, 267, 131, 197, 0.9016721879883597)
('1636738336659173300', 215, 133, 102, 263, 0.8990250491970845)
('1636738358484123000', 310, 271, 127, 187, 0.8985758111589291)
('1636738373880928700', 362, 309, 132, 167, 0.8971979265394563)
('1636738342344036500', 218, 198, 110, 250, 0.8971800413324519)
('1636738349343805500', 286, 266, 142, 192, 0.8971482892063024)
('1636738390927234100', 343, 235, 137, 214, 0.8961111339938207)
('1636738369662321800', 354, 302, 139, 173, 0.8958905702351077)
('1636738369224835200', 354, 303, 139, 172, 0.8939250243031834)
('1636738347593863100', 284, 268, 170, 188, 0.8938686586410928)
('1636738369006090700', 354, 303, 139, 172, 0.8931559521004915)
('1636738354156143500', 314, 254, 115, 215, 0.8922035460933926)
('1636738396473923000', 425, 219, 99, 227, 0.8917435747814587)
('1636738351312487500', 294, 270, 133, 188, 0.890610657424105)
('1636738363171467500', 349, 299, 143, 170, 0.8903921024808013)
('1636738347156376900', 284, 269, 171, 186, 0.8902200384285905)
('1636738347375120700', 284, 269, 170, 186, 0.8899111181118151)
('1636738331846835400', 210, 145, 105, 257, 0.8882904085078893)
('1636738344093979500', 285, 254, 175, 196, 0.8875639865113097)
('1636738384146211400', 311, 260, 136, 191, 0.8871005212537375)
('1636738362952724700', 353, 300, 139, 175, 0.8864245757150747)
('1636738358702863800', 316, 269, 122, 189, 0.8863942803373281)
('1636738391364721000', 343, 248, 138, 205, 0.8851676314650018)
('1636738346937635300', 284, 269, 173, 186, 0.8843843296696825)
